-0.53038097	0.84759128	-0.01686346
0.84243435	0.52471968	-0.12236251
-0.094865	-0.07910514	-0.99234227
-0.38818484	-0.92143491	0.01644526
-0.91366613	0.38245635	-0.13762603
0.12052373	-0.06844992	-0.99034813
0.98480105	0.17355893	0.00666208
0.16856788	-0.94582824	-0.27747835
-0.04185778	0.27438359	-0.96070857
-0.70434474	0.70960578	-0.01892865
0.68107523	0.66802943	-0.29978954
-0.20008747	-0.22404782	-0.95381763
-0.17666409	-0.98413101	0.01662763
-0.93811359	0.16324318	-0.30544233
0.29788127	-0.06955944	-0.95206526
0.88895183	0.45792946	0.00805152
0.41475041	-0.79742555	-0.43828555
-0.1942839	0.3929547	-0.89879975
-0.88607454	0.46346283	-0.00855143
0.41307005	0.78108979	-0.46826437
-0.21034382	-0.41844958	-0.88354742
0.1274909	-0.99148793	0.02640984
-0.87794012	-0.12519933	-0.46211068
0.46148358	0.03572867	-0.88642888
0.76613497	0.64266912	0.0036374
0.5192838	-0.61569096	-0.59267918
-0.37865732	0.45596076	-0.80543074
-0.96685078	0.25529709	-0.00474572
0.20285288	0.7566828	-0.62151639
-0.15508024	-0.60187574	-0.78338737
0.33853352	-0.94055517	0.02741497
-0.7396322	-0.28400021	-0.61015518
0.5816694	0.1862807	-0.7918077
0.54048064	0.84134791	0.00371853
0.57897073	-0.36871549	-0.72721546
-0.61046978	0.39519881	-0.68639936
-0.99930447	-0.03684644	0.00579946
-0.02860827	0.6573525	-0.75303947
0.02393455	-0.75268125	-0.65794907
0.60086143	-0.798668	0.03309201
-0.52460073	-0.42523253	-0.73754407
0.60312479	0.425802	-0.67448695
0.34727799	0.93775862	0.00263283
0.5125791	-0.18746969	-0.83792496
-0.78527701	0.29234173	-0.54577967
-0.96670545	-0.25558895	0.0124697
-0.1420752	0.4955631	-0.85687314
0.21282802	-0.83011589	-0.51537573
0.76305097	-0.64542389	0.03437123
-0.32561793	-0.42980905	-0.84216226
0.5583248	0.6314199	-0.53812866
0.13933882	0.99023965	0.00326671
0.38490317	-0.05112051	-0.92153962
-0.91237854	0.12966386	-0.38826956
-0.89267202	-0.45024321	0.02045722
-0.17859952	0.31169704	-0.93324545
0.41381055	-0.83673559	-0.35865549
0.87982215	-0.47392024	0.03622043
-0.15383642	-0.35603842	-0.92172208
