1075.65091572	0	208.06888344
0	1073.90347929	173.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	165.72159802
0	0	1
1075.65091572	0	216.06888344
0	1073.90347929	182.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	187.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	179.72159802
0	0	1
1075.65091572	0	214.06888344
0	1073.90347929	198.72159802
0	0	1
1075.65091572	0	205.06888344
0	1073.90347929	200.72159802
0	0	1
1075.65091572	0	208.06888344
0	1073.90347929	193.72159802
0	0	1
1075.65091572	0	214.06888344
0	1073.90347929	213.72159802
0	0	1
1075.65091572	0	205.06888344
0	1073.90347929	213.72159802
0	0	1
1075.65091572	0	210.06888344
0	1073.90347929	207.72159802
0	0	1
1075.65091572	0	212.06888344
0	1073.90347929	226.72159802
0	0	1
1075.65091572	0	204.06888344
0	1073.90347929	225.72159802
0	0	1
1075.65091572	0	210.06888344
0	1073.90347929	221.72159802
0	0	1
1075.65091572	0	211.06888344
0	1073.90347929	238.72159802
0	0	1
1075.65091572	0	203.06888344
0	1073.90347929	236.72159802
0	0	1
1075.65091572	0	211.06888344
0	1073.90347929	234.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	247.72159802
0	0	1
1075.65091572	0	202.06888344
0	1073.90347929	245.72159802
0	0	1
1075.65091572	0	211.06888344
0	1073.90347929	244.72159802
0	0	1
1075.65091572	0	208.06888344
0	1073.90347929	254.72159802
0	0	1
1075.65091572	0	202.06888344
0	1073.90347929	252.72159802
0	0	1
1075.65091572	0	211.06888344
0	1073.90347929	252.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	259.72159802
0	0	1
1075.65091572	0	202.06888344
0	1073.90347929	258.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	255.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	256.72159802
0	0	1
1075.65091572	0	204.06888344
0	1073.90347929	256.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	251.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	251.72159802
0	0	1
1075.65091572	0	205.06888344
0	1073.90347929	251.72159802
0	0	1
1075.65091572	0	208.06888344
0	1073.90347929	243.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	244.72159802
0	0	1
1075.65091572	0	206.06888344
0	1073.90347929	243.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	234.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	235.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	233.72159802
0	0	1
1075.65091572	0	210.06888344
0	1073.90347929	223.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	223.72159802
0	0	1
1075.65091572	0	208.06888344
0	1073.90347929	222.72159802
0	0	1
1075.65091572	0	211.06888344
0	1073.90347929	211.72159802
0	0	1
1075.65091572	0	208.06888344
0	1073.90347929	211.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	209.72159802
0	0	1
1075.65091572	0	210.06888344
0	1073.90347929	198.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	197.72159802
0	0	1
1075.65091572	0	209.06888344
0	1073.90347929	196.72159802
0	0	1
1075.65091572	0	210.06888344
0	1073.90347929	184.72159802
0	0	1
1075.65091572	0	207.06888344
0	1073.90347929	183.72159802
0	0	1
1075.65091572	0	212.06888344
0	1073.90347929	168.72159802
0	0	1
1075.65091572	0	212.06888344
0	1073.90347929	170.72159802
0	0	1
